"Date/Time Opened"	"Case Number"	"Account Name"	"SIS (Student Information System)"	"CE Functional Area"	"CE Category"	"Subject"	"Case Date/Time Last Modified"	"Date/Time Grabbed"	"Date/Time Closed"	"Case Owner"	"Status"
"1/27/2021 12:07 PM"	4832640	"Lake Worth Ind School District"	"Skyward"			"Student Attendance Export from Skyward"	"1/29/2021 4:48 PM"	"1/27/2021 2:03 PM"	"1/29/2021 8:05 AM"	"Federico Bufanio"	"Closed"
"1/26/2021 11:09 AM"	4831464	"Ridgefield School District"	"PowerSchool"			"Change to Parent Contacts Script"	"2/28/2021 10:33 AM"	"1/26/2021 11:12 AM"	"1/29/2021 10:28 AM"	"Federico Bufanio"	"Closed"
"1/29/2021 3:48 PM"	4834930	"Oakes School District 41"	"PowerSchool-API"			"Parents Missing"	"2/4/2021 10:16 AM"	"2/1/2021 8:20 AM"	"2/4/2021 10:01 AM"	"Federico Bufanio"	"Closed"
"2/1/2021 8:08 AM"	4835708	"Manhasset Union Free School District"	"eSchoolData"			"Staff and Teacher accounts not showing"	"2/1/2021 10:54 AM"	"2/1/2021 8:08 AM"	"2/1/2021 10:41 AM"	"Federico Bufanio"	"Closed"
"2/4/2021 10:05 AM"	4839207	"Columbus City Schools"	"Infinite Campus"			"Assistance with adding schools to data feed"	"3/13/2021 9:02 AM"	"2/4/2021 12:30 PM"	"2/11/2021 8:52 AM"	"Federico Bufanio"	"Closed"
"2/8/2021 9:21 AM"	4841336	"Sunnyvale Ind School District"	"TxEIS"			"Fwd: data issues"	"2/21/2021 10:02 AM"	"2/8/2021 11:38 AM"	"2/21/2021 10:02 AM"	"Federico Bufanio"	"Closed"
"2/10/2021 3:05 PM"	4844125	"Sioux Falls School District 49-5"	"Infinite Campus"			"Accounts under a custom role"	"3/14/2021 2:02 PM"	"2/10/2021 3:05 PM"	"2/12/2021 12:50 PM"	"Federico Bufanio"	"Closed"
"2/9/2021 12:31 PM"	4842630	"Columbus City Schools"	"Infinite Campus"			"Parent accounts"	"2/10/2021 7:56 AM"	"2/9/2021 12:31 PM"	"2/10/2021 7:51 AM"	"Federico Bufanio"	"Closed"
"2/9/2021 4:15 PM"	4842933	"Columbus City Schools"	"Infinite Campus"			"Columbus: Mass Notifications Issue"	"4/4/2021 11:17 AM"	"2/18/2021 1:38 PM"	"4/4/2021 11:17 AM"	"Federico Bufanio"	"Closed"
"2/9/2021 4:31 PM"	4842965	"Williamson County Schools"	"Skyward"			"Bus Routes"	"2/11/2021 1:13 PM"	"2/9/2021 4:31 PM"	"2/11/2021 1:12 PM"	"Federico Bufanio"	"Closed"
"2/10/2021 9:05 AM"	4843445	"Delaware Valley School District"	"PowerSchool-API"			"Blackboard Data Import Alert"	"4/25/2021 2:32 PM"	"2/10/2021 9:52 AM"	"3/26/2021 2:26 PM"	"Federico Bufanio"	"Closed"
"4/1/2021 2:05 PM"	4878945	"Sunnyvale School District"	"PowerSchool-API"			"One Pager for how to log on to District App"	"4/28/2021 2:17 PM"	"4/1/2021 3:08 PM"	"4/28/2021 2:17 PM"	"Federico Bufanio"	"Closed"
"2/16/2021 1:36 PM"	4847777	"Juab School District"	"PowerSchool"			"Password"	"3/26/2021 9:47 AM"	"2/16/2021 1:36 PM"	"2/24/2021 8:36 AM"	"Federico Bufanio"	"Closed"
"2/17/2021 5:42 PM"	4849040	"Utah County Academy of Sciences"	"Other"			"SMS numbers"	"2/27/2021 10:17 AM"	"2/17/2021 5:42 PM"	"2/27/2021 10:17 AM"	"Federico Bufanio"	"Closed"
"4/5/2021 7:51 AM"	4879780	"Acton Agua Dulce Unif Sch Dist"	"Aeries"			"Non-Primary Parents in Aeries"	"5/13/2021 4:48 PM"	"4/5/2021 7:51 AM"	"4/13/2021 4:41 PM"	"Federico Bufanio"	"Closed"
"4/9/2021 11:58 AM"	4882807	"Watertown-Mayer Sch Dist 111"	"Infinite Campus"			"Mobile App Support"	"4/13/2021 3:32 PM"	"4/9/2021 12:17 PM"	"4/13/2021 3:30 PM"	"Federico Bufanio"	"Closed"
"4/13/2021 12:18 PM"	4884446	"Pitt County Schools"	"PowerSchool-API"			"Student email addresses"	"5/26/2021 12:09 PM"	"4/13/2021 12:18 PM"	"5/26/2021 10:01 AM"	"Federico Bufanio"	"Closed"
"2/24/2021 9:41 AM"	4853412	"Jacksboro Ind Sch Dist"	"Skyward"			"File Issue"	"3/24/2021 11:03 AM"	"2/24/2021 10:30 AM"	"3/24/2021 11:03 AM"	"Federico Bufanio"	"Closed"
"3/2/2021 4:28 PM"	4858346	"Natalia Ind School District"	"TxEIS"			"Re: Blackboard Data Import Alert"	"3/13/2021 8:48 AM"	"3/2/2021 4:45 PM"	"3/13/2021 8:48 AM"	"Federico Bufanio"	"Closed"
"3/4/2021 3:09 PM"	4860190	"Auburn City Schools"	"InformationNow-API"			"Query groups are empty"	"3/14/2021 1:32 PM"	"3/4/2021 3:09 PM"	"3/14/2021 1:32 PM"	"Federico Bufanio"	"Closed"
"1/5/2021 2:16 PM"	4816680	"Brownsburg Community Schools"	"PowerSchool-API"			"Bus routes"	"1/13/2021 1:09 PM"	"1/5/2021 2:16 PM"	"1/13/2021 1:08 PM"	"Federico Bufanio"	"Closed"
"4/21/2021 10:58 AM"	4889186	"Community Unit School District 300"	"Infinite Campus"			"Attendance message is not generating"	"5/11/2021 9:09 AM"	"4/21/2021 11:02 AM"	"5/10/2021 2:30 PM"	"Federico Bufanio"	"Closed"
"4/22/2021 12:22 PM"	4890169	"Valley School District"	"Skyward"			"Blackboard Communications Nightly Upload"	"5/7/2021 4:09 PM"	"4/22/2021 2:04 PM"	"5/7/2021 4:09 PM"	"Federico Bufanio"	"Closed"
"5/12/2021 12:21 PM"	4901985	"Bedford City School District"	"Other"			"Will be updating import queries for their ProgressBook software."	"6/4/2021 1:48 PM"	"5/12/2021 12:21 PM"	"6/4/2021 1:48 PM"	"Federico Bufanio"	"Closed"
"4/26/2021 12:54 PM"	4891813	"Guilford County Schools"	"PowerSchool"			"Add Student Email Addresses"	"5/14/2021 4:08 PM"	"4/26/2021 2:02 PM"	"5/10/2021 1:04 PM"	"Federico Bufanio"	"Closed"
"5/20/2021 11:27 AM"	4907023	"Beacon City School District"	"PowerSchool"			"ParentLinkExtractor Service High CPU Usage Part 2"	"6/4/2021 1:32 PM"	"5/20/2021 12:29 PM"	"6/4/2021 1:32 PM"	"Federico Bufanio"	"Closed"
"3/10/2021 2:23 PM"	4864707	"Vacaville Unified School District"	"Aeries"			"Missing Datalink Configurations"	"3/16/2021 9:27 AM"	"3/10/2021 2:23 PM"	"3/16/2021 9:27 AM"	"Federico Bufanio"	"Closed"
"3/15/2021 4:53 PM"	4867708	"Battle Ground Public Schools"	"Skyward"			"Need to add student groups to file, mapping"	"3/22/2021 2:17 PM"	"3/16/2021 8:10 AM"	"3/22/2021 1:56 PM"	"Federico Bufanio"	"Closed"
"3/17/2021 11:16 AM"	4869437	"Lewis-Palmer School District"	"Other"			"Over 6000 email/phone calls sent over the weekend in ERROR"	"3/19/2021 9:50 AM"	"3/17/2021 12:06 PM"	"3/19/2021 9:50 AM"	"Federico Bufanio"	"Closed"
"9/17/2020 4:15 PM"	4729348	"Dekalb Co Ctl United Sch Dist"	"PowerSchool"	"Mass Comm | Question/Training"	"Group"	"Virtual Student Group"	"11/29/2020 2:47 PM"	"9/18/2020 8:24 AM"	"10/30/2020 3:42 PM"	"Federico Bufanio"	"Closed"
"9/17/2020 12:07 PM"	4728878	"Gaston County Schools"	"PowerSchool-API"	"Mass Comm | Data Question/Training"	"Accounts"	"Login ID"	"11/3/2020 10:07 AM"	"9/17/2020 12:07 PM"	"9/27/2020 10:02 AM"	"Federico Bufanio"	"Closed"
"9/21/2020 4:46 PM"	4732578	"Newport-Mesa Unified School District"	"Aeries"	"Mass Comm | Data Problem"	"Enrollment"	"Missing Classes"	"11/3/2020 9:49 AM"	"9/21/2020 4:46 PM"	"10/23/2020 11:02 AM"	"Federico Bufanio"	"Closed"
"9/29/2020 8:26 AM"	4740425	"Kennedale Ind School District"	"TxEIS"	"Mass Comm | Data Problem"	"Accounts"	"Import Error"	"11/3/2020 9:49 AM"	"9/29/2020 8:34 AM"	"9/30/2020 4:09 PM"	"Federico Bufanio"	"Closed"
"9/30/2020 2:24 PM"	4742591	"Pembroke Public School Dist"	"PowerSchool-API"	"Mass Comm | Data Question/Training"	"Accounts"	"New Field from PowerSchool"	"11/3/2020 10:08 AM"	"9/30/2020 2:50 PM"	"10/16/2020 8:52 AM"	"Federico Bufanio"	"Closed"
"10/6/2020 2:30 PM"	4748252	"Manhasset Union Free School District"	"eSchoolData"	"Mass Comm | Data Problem"	"Accounts"	"Missing classes"	"11/3/2020 9:49 AM"	"10/6/2020 2:30 PM"	"10/22/2020 1:56 PM"	"Federico Bufanio"	"Closed"
"10/9/2020 8:48 AM"	4751638	"Manhasset Union Free School District"	"eSchoolData"	"Mass Comm | Data Problem"	"Accounts"	"staff accounts are importing with incorrect login id  preventing access"	"11/14/2020 7:47 AM"	"10/9/2020 8:48 AM"	"10/15/2020 8:44 AM"	"Federico Bufanio"	"Closed"
"10/13/2020 11:29 AM"	4754571	"Lewis-Palmer School District"	"Other"	"Mass Comm | Data Question/Training"	"Transportation"	"Status says ""Posted"", Progress says ""Initializing"""	"5/31/2021 11:36 AM"	"10/13/2020 3:46 PM"	"3/19/2021 1:58 PM"	"Federico Bufanio"	"Closed"
"10/20/2020 10:26 AM"	4760844	"Muncy School District"	"PowerSchool-API"	"Mass Comm | Data Problem"	"Accounts"	"Students Not Listed in the Software"	"11/21/2020 10:02 AM"	"10/20/2020 10:26 AM"	"10/22/2020 10:59 AM"	"Federico Bufanio"	"Closed"
"10/21/2020 9:36 AM"	4761998	"Lincoln County School District"	"PowerSchool-API"	"Mass Comm | Data Request"	"Accounts"	"Plugin needs updating:  Need to add a new field to our data pull"	"12/9/2020 8:17 AM"	"10/21/2020 10:04 AM"	"11/9/2020 8:14 AM"	"Federico Bufanio"	"Closed"
"10/22/2020 10:25 AM"	4763226	"Roosevelt Union Free School Dist"	"PowerSchool-API"	"Mass Comm | Data Problem"	"Grades/Assignments"	"Powerschool powerQuery creating  bad grade data file"	"12/2/2020 7:17 AM"	"10/22/2020 10:25 AM"	"11/2/2020 7:14 AM"	"Federico Bufanio"	"Closed"
"10/26/2020 5:09 PM"	4766260	"Los Angeles College Prep Academy"	"PowerSchool-API"	"Mass Comm | Question/Training"	"Accounts"	"Account changes"	"11/7/2020 1:47 PM"	"10/26/2020 5:09 PM"	"11/7/2020 1:47 PM"	"Federico Bufanio"	"Closed"
"10/28/2020 10:18 AM"	4768042	"Williamson County Schools"	"Skyward"	"Mass Comm | Data Request"	"Transportation"	"a request to adjust custom Transfinder query to include exceptions in bus route file"	"12/18/2020 8:44 AM"	"10/28/2020 10:18 AM"	"12/18/2020 8:10 AM"	"Federico Bufanio"	"Closed"
"10/28/2020 11:29 AM"	4768174	"Ankeny Cmty School District"	"Infinite Campus"	"Mass Comm | Question/Training"	"Accounts"	"Translation Functionality/Search Feature"	"11/13/2020 12:32 PM"	"10/28/2020 1:22 PM"	"11/13/2020 12:32 PM"	"Federico Bufanio"	"Closed"
"11/11/2020 8:20 AM"	4780236	"Evans Co School District"	"PowerSchool-API"			"Limit Sending to Parents and Students"	"2/6/2021 4:17 PM"	"12/23/2020 5:21 PM"	"1/7/2021 4:02 PM"	"Fernando Diaz Coetzee"	"Closed"
"11/16/2020 2:03 PM"	4783926	"Cascade School Dist 228"	"PowerSchool-API"			"Attendance messages didn't go out on Friday"	"2/24/2021 12:17 PM"	"11/16/2020 2:07 PM"	"1/25/2021 12:13 PM"	"Fernando Diaz Coetzee"	"Closed"
"11/16/2020 3:03 PM"	4783997	"Kershaw County School District"	"PowerSchool"			"Support Request"	"12/19/2020 4:47 PM"	"11/16/2020 3:10 PM"	"11/19/2020 4:45 PM"	"Fernando Diaz Coetzee"	"Closed"
"11/24/2020 11:48 AM"	4790506	"Cadillac Area Public Sch Dist"	"PowerSchool"			"Communicate with next trimester accounts"	"11/25/2020 1:45 PM"	"11/24/2020 11:48 AM"	"11/25/2020 1:45 PM"	"Fernando Diaz Coetzee"	"Closed"
"11/24/2020 10:39 AM"	4790393	"Greenwich Public Schools"	"Other"			"Attendance Tables"	"2/10/2021 9:17 AM"	"11/24/2020 10:39 AM"	"1/11/2021 9:03 AM"	"Fernando Diaz Coetzee"	"Closed"
"11/25/2020 3:30 PM"	4791654	"N St Paul Mplwd Oakdale Sd 622"	"Infinite Campus"			"Automated attendance messages"	"1/5/2021 2:51 PM"	"12/16/2020 3:50 PM"	"1/5/2021 2:41 PM"	"Fernando Diaz Coetzee"	"Closed"
"11/30/2020 1:44 PM"	4793917	"Mad River Local School Dist"	"DASL (VendorLink)"			"Missing all parents/students"	"12/9/2020 3:48 PM"	"11/30/2020 1:45 PM"	"12/9/2020 3:47 PM"	"Fernando Diaz Coetzee"	"Closed"
"12/1/2020 9:18 AM"	4794628	"Lee Co School District"	"InformationNow-API"			"FW: 05288248  Blackboard API issue with INOW"	"12/11/2020 9:48 AM"	"12/1/2020 10:18 AM"	"12/11/2020 9:48 AM"	"Fernando Diaz Coetzee"	"Closed"
"12/3/2020 8:38 AM"	4796709	"Anoka-Hennepin Schools"	"Other"			"Fwd: Questions regarding Blackboard"	"1/27/2021 8:32 AM"	"12/3/2020 8:43 AM"	"1/27/2021 8:32 AM"	"Fernando Diaz Coetzee"	"Closed"
"12/9/2020 12:54 PM"	4801598	"Ridgefield School District"	"PowerSchool"			"Fwd: PG3 Information is missing"	"12/23/2020 4:03 PM"	"12/9/2020 2:47 PM"	"12/23/2020 4:03 PM"	"Fernando Diaz Coetzee"	"Closed"
"12/11/2020 3:13 PM"	4804118	"Berne-Knox-Westerlo Central Sd"	"eSchoolData"			"attendance calls"	"4/23/2021 1:18 PM"	"12/11/2020 3:19 PM"	"1/5/2021 2:12 PM"	"Fernando Diaz Coetzee"	"Closed"
"1/11/2021 8:49 AM"	4819980	"Duplin County School District"	"PowerSchool-API"			"Updating PowerSchool Plugin"	"1/20/2021 9:02 AM"	"1/11/2021 8:49 AM"	"1/20/2021 9:02 AM"	"Fernando Diaz Coetzee"	"Closed"
"1/25/2021 8:30 AM"	4830169	"Evans Co School District"	"PowerSchool-API"			"Powerschool plugin generating error during query"	"2/27/2021 9:47 AM"	"1/25/2021 8:30 AM"	"1/28/2021 9:41 AM"	"Fernando Diaz Coetzee"	"Closed"
"1/27/2021 3:54 PM"	4832974	"Onslow County Public Schools"	"PowerSchool"			"North Carolina Contacts Conversion"	"2/10/2021 1:03 PM"	"1/27/2021 4:53 PM"	"2/10/2021 1:03 PM"	"Fernando Diaz Coetzee"	"Closed"
"1/26/2021 11:35 AM"	4831505	"Clear Creek Amana Cmty Sd"	"PowerSchool-API"			"Phone numbers"	"2/3/2021 3:51 PM"	"1/26/2021 11:35 AM"	"2/3/2021 3:51 PM"	"Fernando Diaz Coetzee"	"Closed"
"1/28/2021 9:53 AM"	4833479	"Farmington Public Schools"	"Other"			"Files from our SIS not being pulled from Bb"	"3/10/2021 3:07 PM"	"1/28/2021 10:16 AM"	"3/10/2021 2:26 PM"	"Fernando Diaz Coetzee"	"Closed"
"1/29/2021 10:14 AM"	4834512	"BBComms Support"				"Pitt County Schools NC Contacts"	"5/15/2021 5:02 PM"	"1/29/2021 10:43 AM"	"4/15/2021 4:49 PM"	"Fernando Diaz Coetzee"	"Closed"
"2/1/2021 10:30 AM"	4835861	"The School Board of Hillsborough County-FL"	"Other"			"Attendance calls showing 0 again"	"2/10/2021 4:03 PM"	"2/1/2021 10:45 AM"	"2/10/2021 4:03 PM"	"Fernando Diaz Coetzee"	"Closed"
"2/9/2021 9:53 AM"	4842383	"Winston-Salem/Forsyth County Schools"	"PowerSchool-API"			"PowerSchool tables soon to be removed"	"3/3/2021 1:48 PM"	"2/9/2021 9:53 AM"	"3/3/2021 1:48 PM"	"Fernando Diaz Coetzee"	"Closed"
"3/29/2021 8:30 AM"	4876149	"Lake Villa Cmty Cons Sd 41"	"PowerSchool-API"			"Parent Missing"	"4/15/2021 3:48 PM"	"3/29/2021 9:19 AM"	"4/15/2021 3:47 PM"	"Fernando Diaz Coetzee"	"Closed"
"2/17/2021 11:32 AM"	4848619	"Wauwatosa School District"	"Infinite Campus"			"Students being prematurely removed from classes"	"2/26/2021 4:20 PM"	"2/17/2021 12:11 PM"	"2/26/2021 4:20 PM"	"Fernando Diaz Coetzee"	"Closed"
"4/23/2021 11:30 AM"	4890893	"Council Rock School District"	"eSchoolPlus-API"			"Excluding students"	"5/30/2021 5:03 PM"	"4/23/2021 11:30 AM"	"4/30/2021 4:54 PM"	"Fernando Diaz Coetzee"	"Closed"
"4/9/2021 8:59 AM"	4882664	"East Rockaway Union Free School District"	"Infinite Campus"			"an inquiry about DataLink custom parent querying of preferred language field from Infinite Campus"	"5/15/2021 3:47 PM"	"4/9/2021 8:59 AM"	"4/15/2021 3:38 PM"	"Fernando Diaz Coetzee"	"Closed"
"4/12/2021 9:08 AM"	4883489	"Rye City School District"	"PowerSchool-API"			"a request to pull Powerschool files and run manual import to update parent"	"5/21/2021 10:03 AM"	"4/12/2021 9:08 AM"	"4/21/2021 9:53 AM"	"Fernando Diaz Coetzee"	"Closed"
"4/20/2021 4:39 PM"	4888621	"Newberg School District 29J"	"Other"			"Classes not updating"	"5/28/2021 2:32 PM"	"4/20/2021 4:49 PM"	"4/28/2021 2:20 PM"	"Fernando Diaz Coetzee"	"Closed"
"5/3/2021 2:35 PM"	4895965	"Weld County School District 6"	"Infinite Campus"			"Missing Future Students and Parents After Updating Custom Student/Parent Data Queries"	"5/10/2021 5:43 PM"	"5/3/2021 2:35 PM"	"5/10/2021 4:14 PM"	"Fernando Diaz Coetzee"	"Closed"
"5/12/2021 8:20 AM"	4901718	"Des Plaines Cmty Cons Sd 62"	"Tyler SIS"			"Covid Self Certification"	"5/12/2021 1:38 PM"	"5/12/2021 8:20 AM"	"5/12/2021 1:31 PM"	"Fernando Diaz Coetzee"	"Closed"
"5/17/2021 9:14 AM"	4904475	"Loyalsock Twp School District"	"eSchoolData"			"Missing Student Accounts"	"6/17/2021 4:33 PM"	"5/17/2021 9:14 AM"	"5/18/2021 4:28 PM"	"Fernando Diaz Coetzee"	"Closed"
"5/13/2021 2:02 PM"	4903154	"Loyalsock Twp School District"	"eSchoolData"			"Students missing from Schedule import"	"6/17/2021 1:47 PM"	"5/13/2021 2:02 PM"	"5/18/2021 1:46 PM"	"Fernando Diaz Coetzee"	"Closed"
"5/13/2021 11:38 AM"	4902991	"Beacon City School District"	"PowerSchool"			"Student accounts"	"6/25/2021 10:03 AM"	"5/13/2021 11:38 AM"	"5/26/2021 10:01 AM"	"Fernando Diaz Coetzee"	"Closed"
"6/3/2021 11:49 AM"	4915789	"Millbrook Ctl School District"	"Other"			"Access to the FTP"	"6/17/2021 8:47 AM"	"6/3/2021 11:49 AM"	"6/17/2021 8:47 AM"	"Fernando Diaz Coetzee"	"Closed"
"6/4/2021 10:41 AM"	4916523	"Loyalsock Twp School District"	"eSchoolData"			"an inquiry about a manually merged teacher account"	"6/18/2021 11:48 AM"	"6/4/2021 10:41 AM"	"6/18/2021 11:48 AM"	"Fernando Diaz Coetzee"	"Closed"
"3/16/2021 4:39 PM"	4868924	"Federal Way School District 210"	"Synergy"			"Attendance message"	"4/18/2021 4:47 PM"	"3/16/2021 4:39 PM"	"3/19/2021 4:41 PM"	"Fernando Diaz Coetzee"	"Closed"
"9/3/2020 9:57 AM"	4712536	"Woodridge Elem Sch District 68"	"Skyward"	"Mass Comm | Data Question/Training"	"Grades/Assignments"	"Skyward - data Import - Classes not being populated"	"1/15/2021 3:33 PM"	"9/3/2020 11:21 AM"	"12/16/2020 3:32 PM"	"Fernando Diaz Coetzee"	"Closed"
"9/4/2020 4:12 PM"	4714492	"Henderson Co School District"	"Infinite Campus"	"Mass Comm | Data Problem"	"Accounts"	"student missing from PL"	"11/3/2020 9:49 AM"	"9/7/2020 1:50 PM"	"9/21/2020 10:02 AM"	"Fernando Diaz Coetzee"	"Closed"
"9/11/2020 5:07 PM"	4721955	"Pitt County Schools"	"PowerSchool-API"	"Mass Comm | Data Request"	"Accounts"	"an inquiry about what fields from Powerschool are being queried for parent and student phone numbersne numbers"	"11/3/2020 10:24 AM"	"9/11/2020 5:07 PM"	"9/23/2020 5:02 PM"	"Fernando Diaz Coetzee"	"Closed"
"9/17/2020 9:55 AM"	4728588	"Wauwatosa School District"	"Infinite Campus"	"Mass Comm | Data Problem"	"Grades/Assignments"	"Class in teachers lists that is not in the courses file"	"11/3/2020 9:49 AM"	"9/17/2020 12:37 PM"	"9/25/2020 4:10 PM"	"Fernando Diaz Coetzee"	"Closed"
"9/22/2020 2:19 PM"	4733763	"Cartersville City Schools"	"PowerSchool-API"	"Mass Comm | Question/Training"	"Accounts"	"Languages not showing for PT05"	"10/30/2020 12:36 PM"	"9/22/2020 2:19 PM"	"10/2/2020 3:02 PM"	"Fernando Diaz Coetzee"	"Closed"
"9/28/2020 10:59 AM"	4739279	"Alden Central School District"	"PowerSchool-API"	"Mass Comm | Data Problem"	"Accounts"	"Alden Blackboard Mass Notification- missing account"	"11/3/2020 9:49 AM"	"9/28/2020 12:10 PM"	"10/9/2020 3:47 PM"	"Fernando Diaz Coetzee"	"Closed"
"9/28/2020 2:53 PM"	4739682	"Tahoe Truckee Unified School District"	"Aeries"	"Mass Comm | Data Question/Training"	"Attendance"	"Attendance calls for North Tahoe Schools"	"11/3/2020 10:07 AM"	"9/28/2020 4:23 PM"	"10/19/2020 4:02 PM"	"Fernando Diaz Coetzee"	"Closed"
"9/29/2020 4:13 PM"	4741315	"Stafford County Public Schools"	"Synergy"	"Mass Comm | Data Question/Training"	"Attendance"	"an inquiry as to why attendance messages are not being sent"	"11/3/2020 10:07 AM"	"9/29/2020 4:13 PM"	"10/25/2020 6:02 PM"	"Fernando Diaz Coetzee"	"Closed"
"10/1/2020 5:40 PM"	4744244	"Richland School District Two"	"PowerSchool"	"Mass Comm | Data Problem"	"Enrollment"	"an inquiry about teacher missing classes."	"11/3/2020 9:49 AM"	"10/1/2020 5:40 PM"	"10/8/2020 4:24 PM"	"Fernando Diaz Coetzee"	"Closed"
"10/13/2020 12:01 PM"	4754625	"Iredell-Statesville School District"	"PowerSchool-API"	"Mass Comm | Question/Training"	"Reports"	"Contacts not being queried from Powerschool"	"11/3/2020 11:11 AM"	"10/13/2020 3:52 PM"	"10/22/2020 10:43 AM"	"Fernando Diaz Coetzee"	"Closed"
"10/13/2020 2:47 PM"	4754911	"Campbell Co School District 1"	"PowerSchool"	"Mass Comm | Data Question/Training"	"Accounts"	"Parent account missing"	"11/3/2020 10:08 AM"	"10/13/2020 2:47 PM"	"10/23/2020 4:17 PM"	"Fernando Diaz Coetzee"	"Closed"
"10/16/2020 9:48 AM"	4758361	"McDowell County School District"	"PowerSchool-API"	"Mass Comm | Data Request"		"Contacts implementation (PS Contacts)"	"4/21/2021 9:17 AM"	"10/16/2020 9:48 AM"	"4/21/2021 9:17 AM"	"Fernando Diaz Coetzee"	"Closed"
"10/15/2020 8:14 AM"	4757044	"Pine Plains Ctl School Dist"	"SchoolTool"	"Mass Comm | Problem"	"Multiple Message Types"	"Merge Tags"	"12/25/2020 10:17 AM"	"10/15/2020 8:19 AM"	"11/25/2020 10:10 AM"	"Fernando Diaz Coetzee"	"Closed"
"10/22/2020 5:49 PM"	4763838	"Tempe Elementary School District 3"		"Mass Comm | Data Question/Training"	"Accounts"	"Setting up a pull for DL"	"11/3/2020 10:07 AM"	"10/22/2020 5:49 PM"	"10/27/2020 2:54 PM"	"Fernando Diaz Coetzee"	"Closed"
"10/26/2020 10:03 AM"	4765656	"Rockwall Ind School District"	"Skyward"	"Mass Comm | Question/Training"	"Group"	"Class Groups by Teacher"	"4/22/2021 10:03 AM"	"10/26/2020 3:08 PM"	"3/23/2021 9:49 AM"	"Fernando Diaz Coetzee"	"Closed"
"10/28/2020 1:36 PM"	4768340	"Savanna School District"	"Aeries"	"Mass Comm | Data Question/Training"	"Accounts"	"SIS Parent Code Addition"	"11/29/2020 2:47 PM"	"10/28/2020 2:36 PM"	"10/30/2020 3:46 PM"	"Fernando Diaz Coetzee"	"Closed"
"10/29/2020 10:46 AM"	4769190	"Drumright School District"		"Mass Comm | Data Problem"	"Accounts"	"Missing Accounts"	"11/13/2020 3:32 PM"	"10/29/2020 10:46 AM"	"11/13/2020 3:32 PM"	"Fernando Diaz Coetzee"	"Closed"
"6/24/2021 6:10 AM"	4928786	"Rye City School District"	"PowerSchool-API"			"Accounts not updating"	"6/29/2021 4:05 PM"	"6/24/2021 9:11 AM"		"Fernando Diaz Coetzee"	"On Hold"
"12/18/2020 3:16 PM"	4809659	"Interboro School District"	"eSchoolPlus-API"			"Primary Teacher assigned to Course"	"5/12/2021 1:34 PM"	"12/21/2020 12:27 PM"		"Fernando Diaz Coetzee"	"Pending Development"
"5/19/2021 8:51 AM"	4906000	"Loyalsock Twp School District"	"eSchoolData"			"Missing Staff Accounts"	"6/14/2021 1:24 PM"	"5/19/2021 8:51 AM"	"6/14/2021 1:24 PM"	"Fernando Diaz Coetzee"	"Solution Suggested"
"6/14/2021 6:20 PM"	4922561	"Downey Unified School District"	"Zangle (Q)"			"Attendance message"	"6/25/2021 9:35 AM"	"6/14/2021 6:20 PM"	"6/25/2021 9:35 AM"	"Fernando Diaz Coetzee"	"Solution Suggested"
"3/22/2021 12:50 PM"	4871939	"St. Charles Community Unit School District 303"	"eSchoolPLUS"			"Attendance calls without period"	"4/8/2021 8:46 AM"	"3/22/2021 1:23 PM"	"4/7/2021 3:59 PM"	"Fernando Zavatto"	"Closed"
"3/22/2021 7:18 PM"	4872207	"Glendale Unified School District"	"Zangle (Q)"			"Group Definition and Member Query Updated"	"4/4/2021 5:02 PM"	"3/23/2021 8:16 AM"	"4/4/2021 5:02 PM"	"Fernando Zavatto"	"Closed"
"12/10/2020 9:54 AM"	4802592	"Sartell-St Stephen Sd 748"	"Skyward"			"Library (Destiny) Import"	"2/23/2021 2:08 PM"	"12/10/2020 9:57 AM"	"2/23/2021 2:08 PM"	"Fernando Zavatto"	"Closed"
"1/8/2021 6:11 PM"	4819445	"Mt Pleasant Elem School Dist"	"PowerSchool-API"			"Student accounts"	"1/28/2021 4:07 PM"	"1/8/2021 6:11 PM"	"1/21/2021 8:33 AM"	"Fernando Zavatto"	"Closed"
"1/8/2021 6:37 PM"	4819461	"Hemet Unified School District"	"Aeries"			"Attendance message"	"1/22/2021 6:17 PM"	"1/8/2021 6:37 PM"	"1/22/2021 3:50 PM"	"Fernando Zavatto"	"Closed"
"1/11/2021 1:46 PM"	4820345	"West Des Moines Cmty Sch Dist"	"Infinite Campus"			"Preferred Language for Parents"	"5/12/2021 12:03 PM"	"1/11/2021 1:46 PM"	"5/12/2021 12:03 PM"	"Fernando Zavatto"	"Closed"
"2/4/2021 6:28 PM"	4839802	"Gold Trail Union Elementary School District"	"Other"			"adding a alternate email address for staff"	"4/10/2021 3:25 PM"	"2/4/2021 6:28 PM"	"3/11/2021 11:02 AM"	"Fernando Zavatto"	"Closed"
"1/15/2021 11:52 AM"	4824165	"St. Charles Community Unit School District 303"	"eSchoolPLUS"			"Preferred Language"	"2/19/2021 10:20 AM"	"1/15/2021 1:37 PM"	"2/19/2021 10:20 AM"	"Fernando Zavatto"	"Closed"
"1/21/2021 1:30 PM"	4828272	"Narragansett Regional School District"	"Other"			"Add to Import"	"2/26/2021 1:22 PM"	"1/21/2021 1:53 PM"	"2/26/2021 1:18 PM"	"Fernando Zavatto"	"Closed"
